,coe,res,pvalue
pk_cjuschief justice of the us supremecourt,0.363953763,-1.09E-16,0.918573096
ethnic2trans,0.276494884,-1.32E-16,0.91863447
ethnic1I respect all nationalities and races,0.643687964,-0.08483413,0.918696262
pk_germgerman chanclar,-0.145990712,0.087474195,0.918696262
maugapresident of the congo,NA,-1.67E-16,0.918943481
ethnic2like,-0.362720965,3.64E-16,0.919023507
race1_black,NA,-6.45E-17,0.919023507
pk_cjus do not know,0.403882481,0.097530999,0.920306888
ethnic2Panamanian,1.509490672,0.072599638,0.92087535
ethnic1VERY GOOD,0.544844351,2.66E-16,0.922049849
pk_germnot to sure,1.204541863,4.65E-17,0.922049849
"pk_cjuschief justice, us supreme court",NA,-1.96E-16,0.922139249
maugamanger,-0.973240946,6.57E-17,0.92265511
maugai have no clue,0.088958377,-2.83E-16,0.923092205
pk_cjus1998,-0.489737924,4.10E-16,0.923855453
maugaattorney general,0.448500812,7.25E-17,0.924021954
"ethnic1Anglo European heritage, German and Scandinavian",-0.266079498,5.49E-16,0.924102015
pk_germcdu,NA,-3.83E-16,0.924102015
pk_cjusi do not know.,-0.879619837,-0.295444813,0.92491313
ethnic2ITALIAN/FRENCH,-0.060615304,-1.15E-16,0.925055694
pk_germ_correct,NA,0.080192409,0.925055694
maugacouncilman,0.83290929,5.50E-17,0.925213013
ethnic2None,0.246397831,1.15E-15,0.926020556
relig1_11_TEXTEvangelical,0.082844314,0.413697072,0.926076586
pk_cjusu.s. supreme court chief justice,-0.309821395,0.003527813,0.926076586
maugadon__ know,0.162190061,2.13E-16,0.926302695
ethnic1African Americans,0.154581846,3.03E-16,0.926345656
pk_germbritish ambassador,NA,-5.45E-16,0.926345656
maugahead of the cdc,-0.218746456,-0.110132559,0.927465043
pk_cjuschiefjustice united states supreme court,NA,0.018562941,0.92785129
maugaboss,-0.303826311,1.71E-17,0.927860167
pk_cjuschift justive,NA,0.149069291,0.928709306
ethnic1lebanese,-0.580182356,-1.07E-16,0.928773858
pk_germgovernment official,-0.622775936,-2.10E-16,0.928773858
relig1_11_TEXTBabtist,0.062346121,-7.55E-17,0.928858293
pk_cjussupreme court justice member,0.455355562,-0.142024866,0.928858293
maugay,6.944650749,2.29E-16,0.928984875
ethnic1german and danish and irish,-0.219325339,0.111353099,0.928989123
pk_germdon/t know,-0.311459161,-0.039607966,0.928989123
ftocasioc1,1.33E-05,-0.00063436,0.929205727
pk_cjusn idea,NA,-8.95E-17,0.929205727
ethnic2Cornish and Irish,0.167405446,-8.73E-17,0.92952378
pk_germstate something,NA,-0.054284157,0.92952378
pk_cjusfederal judge,NA,-4.88E-17,0.929635879
ethnic1northern European--too white,-0.420185286,-0.016885267,0.929657413
pk_germi'm not sure,NA,6.40E-16,0.929657413
ethnic1unknown,-0.208979494,2.50E-16,0.92980496
pk_germno idea,-0.393644232,-3.55E-16,0.92980496
ethnic1English French,0.190013521,2.41E-16,0.929996722
pk_germcongresswomen,NA,-4.22E-16,0.929996722
maugacop,-0.550122026,3.32E-16,0.930719218
pk_cjusim not sure,NA,-1.24E-16,0.93078448
maugaafrican leader,-1.228908007,0.095735078,0.931062251
maugadepartment of defense,NA,3.79E-18,0.931248345
pk_cjusassembly,NA,-0.068809795,0.931451892
relig1_11_TEXTPaganism,0.089053973,5.39E-16,0.931518462
pk_germ from 2000 to 2018,NA,-8.45E-17,0.931518462
mauga7th circuit judge,0.196753437,4.65E-16,0.931603
ethnic2fsdfsdf,0.253887123,-9.84E-17,0.931738122
pk_germwgat,NA,3.01E-16,0.931738122
relig1_11_TEXTBorn again Jewish believer in Christ,0.072826932,9.06E-17,0.932605467
pk_cjussurprem cour,-0.843531441,0.153315984,0.932605467
ethnic1french,-0.352721195,4.99E-16,0.932622026
pk_germdnk,NA,4.65E-17,0.932622026
relig1_11_TEXTPENTECOTAL,-0.095342351,0.17667258,0.932734106
pk_germ german chancellor,NA,0.299252497,0.932734106
ethnic2White. Caucasion.,0.344106424,-0.098906396,0.932936783
ethnic1Cacausian,-0.446171244,0.061426351,0.933119014
pk_germchancellor of germsny,0.342584523,1.34E-16,0.933119014
pk_cjusgarbage collector,NA,-6.60E-17,0.93358509
ethnic1swiss american,-0.145090788,-1.32E-16,0.933886879
pk_germnever,NA,-0.084821792,0.933886879
ethnic1English/German,0.195890997,-0.086413579,0.934434769
pk_germcovid 19 task force,0.898863507,0.03788363,0.934434769
maugalieutenant governor of american samoav,-0.20793364,7.11E-17,0.934515232
cvote2020,0.002268591,0.009497302,0.934804905
pk_cjusnoidea,NA,-0.043353624,0.934804905
ethnic1MIXED,1.414842674,0.135704542,0.93504086
pk_germhealth minister,NA,-4.72E-17,0.93504086
ethnic2English/German,-0.547268737,-7.64E-16,0.935226739
pk_germu,NA,5.14E-16,0.935226739
ethnic1Native Americans,10.07265278,-0.101585979,0.935312143
pk_germhouse representative,NA,0.04212286,0.935312143
stress1,-0.002949756,-4.23E-18,0.93535292
ethnic1russian,-0.347272041,1.81E-16,0.935387848
pk_germleader of germany,-0.254453209,3.46E-16,0.935387848
maugagggdgg,NA,4.95E-16,0.935493749
relig1_11_TEXTwiccan,-0.077356948,-0.254460375,0.935738779
pk_germ1929,NA,-0.030447149,0.935738779
maugalt. governor of american samoa,0.427795852,3.34E-17,0.936142869
ethnic1999. Missing,0.132421353,-0.014758679,0.936299092
pk_germanalyst,1.495652909,1.61E-16,0.936299092
ethnic1Czech,-0.116731382,-7.14E-16,0.936936124
pk_germchangelor germeney,NA,-0.015214872,0.936936124
knowgay2_3,-0.081557518,2.63E-16,0.937053046
geer1896,-1.38E-05,1.10E-16,0.937517814
groupid3a_nat,0.065481151,-0.007735521,0.937641642
depress4,-0.011040764,2.37E-16,0.937772848
maugasecretary of state,0.952394495,-0.266610095,0.937928295
ethnic1indian,-1.316991524,0.143788123,0.938586191
pk_germgerman characters,NA,1.46E-16,0.938586191
ethnic1I__ Hispanic,-1.04066232,-2.04E-16,0.939394939
pk_germgerman chandler,NA,1.15E-16,0.939394939
maugasamoa not sure,NA,6.64E-16,0.939444986
ethnic2Latino,0.516596776,9.49E-17,0.939473715
hispanicr,NA,-7.92E-16,0.939473715
maugagyyuygugyyg,NA,9.15E-17,0.939545118
maugagood,-3.184490676,0.127080115,0.939850802
ethnic2My main ethnic group is black,0.686935661,0.241440457,0.940750684
mauga1910,NA,-4.32E-16,0.940750724
pk_cjuschief justice of scotus,0.047881408,-0.095235554,0.941032484
ethnic2african american,1.085484403,-3.59E-17,0.941221354
pk_germpresident of a european country,-0.525146202,-0.023828422,0.941221354
maugathe current lieutenant governor of american samoa. mauga ...,NA,-0.105018734,0.94176035
ethnic2Sicilian Czech,0.403471134,1.95E-18,0.942937886
ethnic1Idk,-0.439989659,0.010279851,0.943058162
pk_germgerman chanselor,NA,6.73E-17,0.943058162
pk_cjusdo not know,-0.395842551,3.54E-17,0.943063717
pk_cjuschief justice of supreme court,-0.069300973,-5.20E-17,0.943168881
ethnic1EUro,0.313077238,-2.03E-16,0.943547645
pk_germdemocrate,2.444998935,2.21E-16,0.943547645
maugagovenvor,NA,4.24E-16,0.94387446
jbleader2,-0.002746884,-0.11202533,0.944153114
pk_cjusoffival,0.439648184,-9.47E-17,0.944153114
maugaconservatives,-0.626070431,7.25E-17,0.944378352
maugatresurer,0.306330711,-1.08E-16,0.944575727
expknowimmig,0.068324215,2.75E-16,0.945161467
ethnic2hispanics,-0.200737584,-4.25E-16,0.945725917
blacks_6,0.055722543,1.57E-16,0.945725917
"ethnic2Estonia,italian,dutch,european",0.011235379,-4.07E-16,0.946320584
pk_germuh,NA,-0.173821468,0.946320584
pk_cjus vcbxcxbv,NA,5.64E-16,0.94680399
ethnic1Mexican American,0.69505466,-0.161387486,0.947528298
pk_germgremen  pren,NA,0.013421948,0.947528298
pk_cjusfwefwef ewfwff ffwrtrrerg,NA,-2.65E-17,0.948045575
ethnic2Mecican,0.385613069,6.24E-17,0.948591865
race1_namer,NA,-2.06E-16,0.948591865
maugasuperintendent,NA,0.129390132,0.948621608
ethnic1Very American,-0.365525046,-1.87E-16,0.948940068
pk_germnot surr,NA,0.093047478,0.948940068
ethnic1Sephardic Jew,0.635417544,-0.181093729,0.949071975
pk_germmayor,-0.148565639,9.15E-16,0.949071975
maugastate rep,-0.054006646,-1.84E-17,0.949079522
ethnic1African american,-0.050038005,6.73E-17,0.949478221
pk_germbad,NA,-6.93E-16,0.949478221
pk_cjusfkjfv,NA,-0.284787461,0.95000206
ethnic1Black-American,1.15225977,-0.031227805,0.950663273
pk_germchancellor of german,-0.98517863,-0.219665957,0.950663273
ethnic2English/Scottish,1.042936466,-0.137189076,0.950903347
pk_germue,NA,1.44E-16,0.950903347
ethnic2not,-0.064182555,2.46E-16,0.951948459
maugaamazon,-0.870584932,0.029658296,0.952618641
ethnic1German-Polish,2.350242256,-0.01322967,0.952708542
pk_germdont knoe,-0.011505618,2.41E-16,0.952708542
maugapresident of ecuador,1.170815898,-3.40E-16,0.952891531
ethnic2dominican,0.56799833,1.59E-16,0.953133719
pk_germthe chanceller of germany since 2005,1.178030887,9.62E-17,0.953133719
maugaforeign government official in a latin american country,NA,-3.27E-17,0.954135469
ethnic2some of them are good,-0.388980698,-0.007993453,0.95459554
maugayou oe,0.760702369,4.59E-16,0.955703227
ethnic1hispanic,0.944851489,-0.112231664,0.956480154
pk_germexecutive,NA,1.58E-16,0.956480154
covidpres7,-0.001778077,8.52E-17,0.956755784
pk_cjusnope,0.343745293,-0.270271219,0.956755784
ethnic1JAPANESE AMERICAN,-2.845907777,8.13E-16,0.957068094
pk_germgermanys head honc,-0.065418824,-3.48E-17,0.957068094
maugaprime minister of france,0.249642901,3.00E-17,0.958055976
ethnic2french,0.261853259,-1.63E-16,0.958148303
pk_germvdsv,NA,0.192155076,0.958148303
ethnic2Yes,2.540051731,0.287428407,0.95856434
maugagovner,0.060605522,0.087910417,0.959494234
maugawho?,3.714176636,2.23E-17,0.959963842
confecon,-0.001576493,-0.052457581,0.960357524
pk_cjuspope,NA,-8.08E-17,0.960357524
"ethnic1English, German",-0.08231631,-0.075129253,0.960446849
pk_germcounselor,NA,-1.84E-16,0.960446849
"ethnic1polish, slovak",-0.671261277,1.28E-16,0.961750103
pk_germjudy,NA,-0.01322967,0.961750103
ethnic1Unknown,0.423897482,-6.10E-17,0.962162449
pk_germnon,NA,3.92E-16,0.962162449
groupid1b_asi,-0.113067492,-0.127460773,0.962486206
pk_cjusdept of natural gas,NA,0.005543186,0.962663004
ethnic2Nicaragua,1.02858898,-0.031084925,0.96349694
ethnic1none,-0.17625873,2.15E-17,0.963677185
pk_germi have no idea,-1.12798481,0.057729093,0.963677185
ethnic2Korean,1.878848642,-0.048597537,0.964120935
hispanic,1.31216308,3.92E-16,0.964120935
maugagovernor somoa,-0.478483412,-1.25E-16,0.964130636
maugano,0.617145592,1.42E-17,0.964165196
ethnic1Irish Italian,0.243199147,0.151894978,0.964564573
pk_germgerman pm,-0.394412401,6.20E-16,0.964564573
ethnic1Irish/English,-0.022432626,2.49E-16,0.965191371
pk_germgerman prime  minister,NA,-7.38E-17,0.965191371
ethnic1twelve,0.600887913,-1.78E-16,0.965302277
pk_germno clue,0.489283171,7.39E-17,0.965302277
ethnic2German American,0.409914092,-2.67E-16,0.966036844
pk_germwho is she?,-1.234390534,2.50E-16,0.966036844
ethnic1bab dh dvd do xvd svd hd hdhdh bbdbdbhd,1.72597581,-0.268438909,0.966478541
pk_germchancellor,0.032046106,1.77E-16,0.966478541
pk_cjuschief justice of the suprime court,-1.49021483,0.00063436,0.966849432
relig1_11_TEXTEarthling,0.042338289,2.46E-16,0.966861025
pk_cjusu,NA,-0.059390039,0.966861025
ethnic1African,0.331044632,2.29E-17,0.966885993
pk_germbab dhd dhd xhxvhx dhd dbdbxbd dbdbxbd x,NA,-0.032901245,0.966885993
ethnic2scandinavian,-0.220024301,4.64E-16,0.967067828
strpres1a,0.00089731,8.69E-16,0.96719395
pk_cjusreporter,NA,-8.07E-17,0.96719395
excessive,-0.001248244,-4.79E-16,0.968394376
"pk_cjusseptember 29, 2005.",NA,-0.013876194,0.968394376
"ethnic1Irish, French",1.137203036,5.69E-17,0.968751528
pk_germgerman premier,NA,0.158732413,0.968751528
maugadepartment of interior,NA,-1.15E-16,0.968995243
groupid1b_whi,0.014946041,6.42E-16,0.969666128
ethnic1I am a Christian,-0.247302884,-0.279414005,0.970073738
pk_germformer chancellor of germany,NA,-4.08E-17,0.970073738
maugabetter,NA,0.243276433,0.970214906
maugasupervisor,1.634959422,-0.019004366,0.970250249
affact,-0.00063324,1.90E-16,0.971087401
pk_cjussecatary,NA,-0.106243865,0.971087401
ethnic2Hispanic Mexican American,0.424774617,1.47E-17,0.971202849
blacks_4,-0.013282964,0.136672954,0.971202849
ethnic2Hispanic,0.03536865,-0.048659198,0.971438156
blacks_2,-0.063980373,-1.06E-16,0.971438156
ethnic2gggggg,-1.121307307,-2.64E-17,0.971862616
pk_sen,0.00027104,8.88E-16,0.971862616
ftrubio1,4.35E-06,0.316107815,0.972223983
pk_cjusmr. john roberts,NA,4.04E-17,0.972223983
pk_cjus znsns,NA,0.324645101,0.972284789
maugadon't  know,0.091083545,0.028602825,0.972333048
tol_rally,-0.000362534,1.95E-16,0.972623579
pk_cjusrepublican chair,NA,1.73E-17,0.972623579
"ethnic2German, Italian, Irish, English/Scotish",0.8710737,2.74E-17,0.973493098
pk_germy,NA,-0.065965466,0.973493098
pk_cjusi,NA,-2.11E-17,0.973651665
ethnic1Mixed (BLACK & WHITE),-2.434980802,2.49E-16,0.973907512
pk_germhey,NA,0.040020429,0.973907512
maugalet governor somala,NA,6.05E-17,0.974101733
maugai have no idea!,-1.062165631,-9.64E-17,0.974455495
maugawhat,NA,0.11962965,0.975060644
ethnic2Caucasian American,2.533321624,3.10E-16,0.975343554
pk_germshe is the president if germany,NA,1.42E-16,0.975343554
maugaafrican counsel,0.157631375,-3.90E-16,0.975820996
pk_cjuschief justice of the usa,0.441665674,1.20E-16,0.976789169
ethnic1Swedish,0.378525048,0.192155076,0.97695696
pk_germnana,NA,-1.44E-16,0.97695696
groupid3a_whi,0.014764329,-2.72E-16,0.977314354
ethnic2Middleeastern,0.198624253,-0.062709557,0.977314848
race7,NA,-0.063057314,0.977314848
experts,-0.000705282,4.53E-16,0.9780728
pk_cjussenit,NA,-2.57E-16,0.9780728
ethnic2mexican american,0.939122833,-0.00045905,0.978305517
white,-1.688272825,-0.175084268,0.978305517
maugademocrat,0.197124292,3.50E-17,0.978709627
maugaamerican samoan politician.,NA,6.58E-17,0.978826701
maugapremier,0.092154672,7.32E-16,0.978871317
ethnic2mexicano,0.354692747,-1.30E-16,0.978959315
asian,0.208123083,-8.54E-17,0.978959315
ethnic1I don't know because I am adopted.,0.037727764,0.03248998,0.979053811
pk_germger cha,NA,9.71E-17,0.979053811
mauga the lieutenant governor of american samoa,-0.307904037,4.16E-16,0.979340394
ethnic1Dominican,1.000243429,-2.10E-16,0.979538169
pk_germchansller,NA,8.06E-17,0.979538169
mauga1960,-1.092482128,-9.17E-17,0.979911561
ethnic2african,0.530288744,1.15E-15,0.980225201
pk_germpresident (?) of germany,-0.258902312,-8.51E-17,0.980225201
ethnic1it is good and dsf dfsdf dsfgd,-0.045554307,-0.109070161,0.98026256
pk_germgermany chancellor,-0.064293413,7.34E-17,0.98026256
ethnic2German/Itialian,-0.065517328,-4.88E-16,0.980432182
pk_germyou can ya,NA,-4.15E-16,0.980432182
pk_cjusi dont know,0.276405837,0.166783242,0.980818443
ethnic1Asian/Chinese American,-0.874191879,1.13E-15,0.981104664
pk_germchanceleor of germany,NA,5.00E-16,0.981104664
pk_cjuschief justic,0.475680869,-9.98E-18,0.981236686
ethnic1U S A,1.106740998,-5.11E-16,0.982065936
pk_germno comment,NA,0.252540176,0.982065936
maugalt. governor,-0.352683429,2.64E-16,0.98214985
ethnic1Jewish,-0.018500628,-0.055747896,0.982555643
pk_germgermsn chancellor,0.470922868,-0.00351653,0.982555643
ethnic2Scotch-Irish,0.536354546,-0.026462452,0.982594099
"ethnic1Italian, German",0.648131093,6.72E-18,0.982617738
pk_germgermany pres,NA,3.33E-17,0.982617738
ethnic1unsure,0.068918267,-8.57E-16,0.98293428
pk_germnone,-0.091218235,-0.08483413,0.98293428
ethnic1irish and german and portuguese,0.073981015,-0.419299656,0.983106292
"pk_germgerman leader ,don't know title",0.707476042,2.51E-16,0.983106292
ethnic2Chinese,0.010637898,-4.13E-17,0.983279589
pk_germsounds familiar,NA,-6.17E-17,0.983279589
ethnic1888. NA: Form 2,178.6711536,2.60E-16,0.983473529
pk_germaministratibo,NA,4.04E-16,0.983473529
ethnic1Native american,1.05096293,0.216764137,0.984209304
pk_germhouse of representive.,NA,-0.075129253,0.984209304
relig1_11_TEXTother,0.021693332,-0.099637032,0.984775869
pk_germ federal chancellor at the head of a gra,NA,-0.016847891,0.984775869
mauga american samoan politician,NA,-7.63E-19,0.984869623
relig1_11_TEXTsikh,-0.025319365,-0.149867065,0.985190218
pk_germ the chancellor of germany since 2005,NA,1.42E-16,0.985190218
pk_cjus2002,NA,1.21E-15,0.986306889
maugaun,NA,-4.61E-17,0.986810843
maugagovernor of hawaii,-1.80437563,2.20E-16,0.987220634
mauga2nd base,-0.000523888,-5.78E-17,0.987298801
"pk_cjus.,n,.m.m.,,.,mn,mn",NA,0.058070084,0.98731306
maugafluffer,NA,-6.57E-16,0.988133801
pk_cjusi don't no,NA,0.031676393,0.98821676
maugai have no idea.,-0.474186724,2.35E-16,0.988284362
ethnic2Black & White,-1.059748487,3.65E-16,0.988624736
pk_germsadsadasdas,NA,-7.48E-16,0.988624736
ethnic1Eastern Europe and Russia,-0.407407575,-0.016948735,0.988774162
pk_germchristian democratic union,NA,-3.70E-16,0.988774162
maugagod,-0.805808149,-0.061467979,0.98923859
mauga1324,NA,2.85E-16,0.989774214
maugasecretary of interior,0.660105692,-2.96E-17,0.989872052
button,-0.001282527,6.44E-16,0.990010316
pk_cjuslawyer,-0.002662836,0.056621897,0.990010316
pk_cjuschief justice ofvthe supreme court,NA,-0.138335447,0.990012341
pk_cjusbad,5.624765557,-5.79E-17,0.990025429
ethnic2Colombian,0.971671101,-0.039233295,0.990150909
pk_germstate attorney,NA,-7.41E-17,0.990150909
guarinc1,-0.000309567,3.33E-16,0.991287061
pk_cjuspresident,-0.655651031,8.11E-16,0.991287061
"ethnic1Irish, German.  American Mutt.",0.261916304,-1.75E-16,0.991429789
pk_germgerman president,-0.311721002,5.49E-16,0.991429789
ethnic2Scotch Irish English French American Indian,-1.994604761,0.250900456,0.991865753
ethnic1Redneck,-0.954863405,-0.007142872,0.992844856
pk_germleader,-0.307857461,-2.56E-17,0.992844856
maugaargentine president,0.736479427,2.65E-16,0.993493021
ethnic1Canada,-0.717238097,0.074847138,0.993708813
pk_germchancellor of the german democratic repu,-1.525921991,4.13E-17,0.993708813
ethnic1Bahamian,0.674377578,6.43E-16,0.994442905
pk_germchancellor  of germany,NA,3.87E-16,0.994442905
ethnic1DON'T KNOW,NA,9.00E-17,0.995040889
pk_germchanvler of germany,NA,0.00727832,0.995040889
pk_cjus2003,NA,0.259107038,0.995729802
ethnic1Italian /German/Polish,0.733500269,0.050357062,0.996032224
pk_germgermany counselor,NA,6.43E-16,0.996032224
maugathe dude,1.03063461,4.86E-16,0.996114394
govsize3,0.000169584,-4.78E-16,0.996679991
pk_cjusqwe,NA,0.055938661,0.996679991
relig2a,-0.000127303,-3.08E-16,0.997430985
pk_germ1978,NA,-0.018139246,0.997430985
ethnic2BLACK,0.996563887,-1.13E-16,0.997936209
pk_germright know,NA,7.87E-17,0.997936209
maugaassistant,0.228573169,3.14E-16,0.998005859
maugapresident of antiqua,NA,0.008605426,0.998694315
ethnic2GFD,-0.15915557,-2.50E-16,0.998900014
pk_germzmnznzjz,NA,-1.87E-16,0.998900014
ethnic1yes,1.472874014,-6.62E-17,0.99912645
"pk_germpolitician, scientist.",NA,-1.60E-16,0.99912645
mauga i dont know,-3.503062534,-1.26E-16,0.999194221
mauga2000,-0.857057794,-5.48E-16,0.999876533
relig1_11_TEXTNON denomination,-1.34E-05,1.65E-16,0.99998898
pk_cjuswork,NA,8.52E-17,0.99998898
